Sr No.,State,Sightseeing Place,Hotel Name,Budget,Check-in Date,Check-out Date,Ratings
553,Gujarat,Gir National Park,Elite Residency GUJ,4583,2025-04-28,2025-05-03,4.5
554,Gujarat,Gir National Park,Royal Inn GUJ,1252,2025-07-25,2025-08-01,4.8
555,Gujarat,Gir National Park,Heritage Hotel GUJ,1494,2026-03-14,2026-03-19,3.9
556,Gujarat,Gir National Park,Luxury Stay GUJ,6521,2025-07-26,2025-07-31,4.6
557,Gujarat,Gir National Park,Luxury Stay GUJ,3016,2025-10-06,2025-10-13,3.2
558,Gujarat,Gir National Park,Elite Residency GUJ,1257,2025-12-14,2025-12-19,4.5
559,Gujarat,Gir National Park,Elite Residency GUJ,8976,2025-09-11,2025-09-13,4.1
560,Gujarat,Gir National Park,Luxury Stay GUJ,6640,2026-01-06,2026-01-07,4.1
561,Haryana,Kingdom of Dreams,Elite Residency HAR,6753,2026-01-26,2026-01-31,3.9
562,Haryana,Kingdom of Dreams,Elite Residency HAR,1882,2025-05-26,2025-05-30,4.9
563,Haryana,Kingdom of Dreams,Elite Residency HAR,5095,2025-07-17,2025-07-20,4.9
564,Haryana,Kingdom of Dreams,Royal Inn HAR,5674,2025-03-31,2025-04-06,4.8
565,Haryana,Kingdom of Dreams,Heritage Hotel HAR,3248,2025-09-24,2025-09-25,4.1
566,Haryana,Kingdom of Dreams,Elite Residency HAR,2578,2026-03-03,2026-03-10,3.8
567,Haryana,Kingdom of Dreams,Luxury Stay HAR,3741,2025-05-26,2025-05-28,4.5
568,Haryana,Kingdom of Dreams,Heritage Hotel HAR,3551,2025-06-03,2025-06-09,3.4
569,Haryana,Kingdom of Dreams,Royal Inn HAR,6330,2026-01-21,2026-01-22,3.9
570,Haryana,Kingdom of Dreams,Grand Palace HAR,3196,2025-08-30,2025-09-03,4.6
571,Haryana,Kingdom of Dreams,Royal Inn HAR,2097,2026-01-23,2026-01-24,3.1
572,Haryana,Kingdom of Dreams,Grand Palace HAR,3430,2025-12-05,2025-12-09,3.3
573,Haryana,Kingdom of Dreams,Luxury Stay HAR,9400,2025-05-22,2025-05-28,4.3
574,Haryana,Kingdom of Dreams,Elite Residency HAR,6021,2025-08-17,2025-08-19,3.3
575,Haryana,Kingdom of Dreams,Heritage Hotel HAR,5174,2025-04-29,2025-05-03,4.7
576,Haryana,Kingdom of Dreams,Luxury Stay HAR,4226,2025-09-24,2025-09-27,3.8
577,Haryana,Kingdom of Dreams,Royal Inn HAR,7737,2025-10-23,2025-10-29,3.5
578,Haryana,Kingdom of Dreams,Royal Inn HAR,7080,2025-10-27,2025-10-28,4.7
579,Haryana,Kingdom of Dreams,Grand Palace HAR,8710,2025-04-14,2025-04-18,4.8
580,Haryana,Kingdom of Dreams,Elite Residency HAR,8094,2026-02-25,2026-03-02,4.4
581,Haryana,Kingdom of Dreams,Grand Palace HAR,2213,2025-10-29,2025-11-02,4.7
582,Haryana,Kingdom of Dreams,Heritage Hotel HAR,3893,2025-12-30,2026-01-02,4.7
583,Haryana,Kingdom of Dreams,Luxury Stay HAR,5857,2026-02-10,2026-02-12,4.6
584,Haryana,Kingdom of Dreams,Luxury Stay HAR,2346,2026-02-21,2026-02-28,4.1
585,Haryana,Kingdom of Dreams,Royal Inn HAR,1589,2025-08-21,2025-08-23,4.6
586,Haryana,Kingdom of Dreams,Grand Palace HAR,5827,2025-06-18,2025-06-20,3.5
587,Haryana,Kingdom of Dreams,Grand Palace HAR,2627,2025-06-16,2025-06-17,4.1
588,Haryana,Kingdom of Dreams,Luxury Stay HAR,4577,2025-12-21,2025-12-23,4.2
589,Haryana,Kingdom of Dreams,Grand Palace HAR,8884,2025-10-03,2025-10-04,4.8
590,Haryana,Kingdom of Dreams,Grand Palace HAR,9475,2025-12-18,2025-12-23,3.8
591,Haryana,Kingdom of Dreams,Elite Residency HAR,9583,2026-02-07,2026-02-09,4.2
592,Haryana,Kingdom of Dreams,Luxury Stay HAR,7368,2025-08-01,2025-08-05,4.0
593,Haryana,Kingdom of Dreams,Grand Palace HAR,5791,2025-05-12,2025-05-15,4.1
594,Haryana,Kingdom of Dreams,Elite Residency HAR,9196,2025-07-03,2025-07-10,3.8
595,Haryana,Kingdom of Dreams,Heritage Hotel HAR,1889,2026-03-18,2026-03-21,4.2
596,Haryana,Kingdom of Dreams,Royal Inn HAR,9549,2025-08-07,2025-08-09,4.5
597,Haryana,Kingdom of Dreams,Heritage Hotel HAR,1820,2025-07-21,2025-07-23,3.1
598,Haryana,Kingdom of Dreams,Heritage Hotel HAR,1068,2026-03-11,2026-03-13,4.6
599,Haryana,Kingdom of Dreams,Grand Palace HAR,1963,2025-05-31,2025-06-07,4.9
600,Haryana,Kingdom of Dreams,Royal Inn HAR,7761,2025-04-19,2025-04-20,4.7
601,Haryana,Sultanpur National Park,Heritage Hotel HAR,2454,2026-02-25,2026-03-02,3.9
602,Haryana,Sultanpur National Park,Heritage Hotel HAR,8651,2026-02-28,2026-03-02,4.7
603,Haryana,Sultanpur National Park,Heritage Hotel HAR,7124,2025-10-16,2025-10-17,4.3
604,Haryana,Sultanpur National Park,Luxury Stay HAR,4653,2025-04-26,2025-04-28,3.3
605,Haryana,Sultanpur National Park,Heritage Hotel HAR,5685,2025-08-25,2025-08-29,3.7
606,Haryana,Sultanpur National Park,Royal Inn HAR,2904,2025-07-28,2025-08-03,3.0
607,Haryana,Sultanpur National Park,Heritage Hotel HAR,3707,2025-12-09,2025-12-15,3.2
608,Haryana,Sultanpur National Park,Heritage Hotel HAR,5959,2025-10-10,2025-10-16,3.7
609,Haryana,Sultanpur National Park,Luxury Stay HAR,4342,2026-02-23,2026-02-26,3.8
610,Haryana,Sultanpur National Park,Grand Palace HAR,8901,2025-08-09,2025-08-12,4.0
611,Haryana,Sultanpur National Park,Royal Inn HAR,1325,2026-02-12,2026-02-18,4.7
612,Haryana,Sultanpur National Park,Grand Palace HAR,2773,2025-09-03,2025-09-07,3.9
613,Haryana,Sultanpur National Park,Heritage Hotel HAR,3883,2025-07-08,2025-07-14,4.8
614,Haryana,Sultanpur National Park,Elite Residency HAR,6284,2026-02-06,2026-02-12,4.5
615,Haryana,Sultanpur National Park,Elite Residency HAR,3109,2026-03-04,2026-03-09,3.1
616,Haryana,Sultanpur National Park,Elite Residency HAR,5373,2026-02-09,2026-02-16,3.3
617,Haryana,Sultanpur National Park,Grand Palace HAR,6306,2025-07-26,2025-08-01,3.9
618,Haryana,Sultanpur National Park,Elite Residency HAR,1008,2025-10-20,2025-10-26,4.0
619,Haryana,Sultanpur National Park,Elite Residency HAR,6627,2025-04-13,2025-04-14,4.5
620,Haryana,Sultanpur National Park,Heritage Hotel HAR,3996,2025-04-22,2025-04-23,3.1
621,Haryana,Sultanpur National Park,Elite Residency HAR,4969,2025-09-26,2025-10-01,3.5
622,Haryana,Sultanpur National Park,Luxury Stay HAR,4585,2025-04-19,2025-04-24,4.6
623,Haryana,Sultanpur National Park,Elite Residency HAR,1578,2025-05-05,2025-05-07,3.3
624,Haryana,Sultanpur National Park,Luxury Stay HAR,6704,2025-07-27,2025-08-03,4.5
625,Haryana,Sultanpur National Park,Elite Residency HAR,2527,2025-11-07,2025-11-09,3.1
626,Haryana,Sultanpur National Park,Elite Residency HAR,9017,2026-01-03,2026-01-04,3.5
627,Haryana,Sultanpur National Park,Elite Residency HAR,3034,2025-11-23,2025-11-28,3.5
628,Haryana,Sultanpur National Park,Luxury Stay HAR,7388,2025-08-02,2025-08-06,4.1
629,Haryana,Sultanpur National Park,Heritage Hotel HAR,3784,2025-04-05,2025-04-12,3.6
630,Haryana,Sultanpur National Park,Luxury Stay HAR,9814,2026-01-25,2026-01-29,4.4
631,Haryana,Sultanpur National Park,Heritage Hotel HAR,8688,2026-03-03,2026-03-06,4.1
632,Haryana,Sultanpur National Park,Royal Inn HAR,1349,2026-01-23,2026-01-25,3.3
633,Haryana,Sultanpur National Park,Grand Palace HAR,9058,2026-03-25,2026-03-26,3.3
634,Haryana,Sultanpur National Park,Royal Inn HAR,9188,2025-05-23,2025-05-29,3.1
635,Haryana,Sultanpur National Park,Heritage Hotel HAR,6302,2026-03-09,2026-03-14,4.2
636,Haryana,Sultanpur National Park,Grand Palace HAR,1027,2026-02-07,2026-02-12,3.9
637,Haryana,Sultanpur National Park,Royal Inn HAR,3268,2025-04-02,2025-04-06,3.8
638,Haryana,Sultanpur National Park,Luxury Stay HAR,3709,2025-06-09,2025-06-15,3.2
639,Haryana,Sultanpur National Park,Elite Residency HAR,4384,2025-05-25,2025-05-27,4.3
640,Haryana,Sultanpur National Park,Royal Inn HAR,3663,2025-09-28,2025-10-01,4.4
641,Himachal Pradesh,Shimla Ridge,Heritage Hotel HIM,6029,2025-06-16,2025-06-21,3.2
642,Himachal Pradesh,Shimla Ridge,Heritage Hotel HIM,2681,2025-11-17,2025-11-21,4.5
643,Himachal Pradesh,Shimla Ridge,Grand Palace HIM,8981,2026-01-06,2026-01-09,4.1
644,Himachal Pradesh,Shimla Ridge,Grand Palace HIM,8088,2025-06-28,2025-06-30,4.7
645,Himachal Pradesh,Shimla Ridge,Luxury Stay HIM,4039,2026-03-16,2026-03-22,4.2
646,Himachal Pradesh,Shimla Ridge,Elite Residency HIM,8298,2025-11-30,2025-12-06,3.5
647,Himachal Pradesh,Shimla Ridge,Royal Inn HIM,1350,2025-04-30,2025-05-03,4.1
648,Himachal Pradesh,Shimla Ridge,Heritage Hotel HIM,4010,2025-04-23,2025-04-30,3.1
649,Himachal Pradesh,Shimla Ridge,Royal Inn HIM,7236,2025-07-03,2025-07-05,4.0
650,Himachal Pradesh,Shimla Ridge,Heritage Hotel HIM,9976,2026-01-11,2026-01-18,4.7
651,Himachal Pradesh,Shimla Ridge,Royal Inn HIM,7634,2026-02-04,2026-02-06,3.8
652,Himachal Pradesh,Shimla Ridge,Royal Inn HIM,5714,2026-03-29,2026-04-05,3.0
653,Himachal Pradesh,Shimla Ridge,Royal Inn HIM,5087,2026-01-27,2026-01-28,4.1
654,Himachal Pradesh,Shimla Ridge,Elite Residency HIM,7505,2025-10-28,2025-11-01,4.4
655,Himachal Pradesh,Shimla Ridge,Grand Palace HIM,5656,2025-06-14,2025-06-19,4.8
656,Himachal Pradesh,Shimla Ridge,Luxury Stay HIM,1425,2026-03-23,2026-03-26,4.8
657,Himachal Pradesh,Shimla Ridge,Heritage Hotel HIM,9022,2026-01-14,2026-01-21,4.0
658,Himachal Pradesh,Shimla Ridge,Heritage Hotel HIM,7083,2026-01-13,2026-01-16,3.7
659,Himachal Pradesh,Shimla Ridge,Grand Palace HIM,9998,2025-12-25,2026-01-01,4.0
660,Himachal Pradesh,Shimla Ridge,Luxury Stay HIM,9821,2025-05-21,2025-05-28,3.8
661,Himachal Pradesh,Shimla Ridge,Grand Palace HIM,2187,2026-03-04,2026-03-10,3.3
662,Himachal Pradesh,Shimla Ridge,Luxury Stay HIM,7761,2025-12-22,2025-12-26,3.7
663,Himachal Pradesh,Shimla Ridge,Heritage Hotel HIM,6034,2025-10-22,2025-10-27,4.1
664,Himachal Pradesh,Shimla Ridge,Elite Residency HIM,5967,2025-06-10,2025-06-14,3.5
665,Himachal Pradesh,Shimla Ridge,Heritage Hotel HIM,2667,2025-07-24,2025-07-29,4.7
666,Himachal Pradesh,Shimla Ridge,Elite Residency HIM,5438,2025-08-28,2025-08-31,4.5
667,Himachal Pradesh,Shimla Ridge,Elite Residency HIM,9759,2025-09-15,2025-09-20,3.1
668,Himachal Pradesh,Shimla Ridge,Royal Inn HIM,5756,2025-05-08,2025-05-09,5.0
669,Himachal Pradesh,Shimla Ridge,Royal Inn HIM,8308,2025-08-21,2025-08-27,3.1
670,Himachal Pradesh,Shimla Ridge,Grand Palace HIM,1485,2025-04-13,2025-04-16,4.1
671,Himachal Pradesh,Shimla Ridge,Grand Palace HIM,4433,2025-07-08,2025-07-09,4.0
672,Himachal Pradesh,Shimla Ridge,Heritage Hotel HIM,3413,2025-07-12,2025-07-15,3.9
673,Himachal Pradesh,Shimla Ridge,Grand Palace HIM,6140,2026-02-28,2026-03-07,5.0
674,Himachal Pradesh,Shimla Ridge,Grand Palace HIM,7112,2025-11-28,2025-11-30,3.1
675,Himachal Pradesh,Shimla Ridge,Heritage Hotel HIM,3455,2025-07-06,2025-07-10,3.4
676,Himachal Pradesh,Shimla Ridge,Royal Inn HIM,9920,2025-06-15,2025-06-18,4.0
677,Himachal Pradesh,Shimla Ridge,Luxury Stay HIM,7135,2025-10-17,2025-10-19,3.4
678,Himachal Pradesh,Shimla Ridge,Luxury Stay HIM,8205,2025-04-04,2025-04-10,3.6
679,Himachal Pradesh,Shimla Ridge,Grand Palace HIM,6613,2026-03-03,2026-03-07,3.9
680,Himachal Pradesh,Shimla Ridge,Grand Palace HIM,9321,2025-08-17,2025-08-21,3.3
681,Himachal Pradesh,Manali Rohtang Pass,Heritage Hotel HIM,8263,2025-12-18,2025-12-25,4.3
682,Himachal Pradesh,Manali Rohtang Pass,Luxury Stay HIM,2132,2025-09-04,2025-09-08,3.7
683,Himachal Pradesh,Manali Rohtang Pass,Elite Residency HIM,8526,2025-11-05,2025-11-11,3.8
684,Himachal Pradesh,Manali Rohtang Pass,Elite Residency HIM,4914,2026-03-14,2026-03-19,3.4
685,Himachal Pradesh,Manali Rohtang Pass,Elite Residency HIM,9305,2025-08-08,2025-08-11,4.6
686,Himachal Pradesh,Manali Rohtang Pass,Royal Inn HIM,1484,2025-09-02,2025-09-05,3.5
687,Himachal Pradesh,Manali Rohtang Pass,Heritage Hotel HIM,7447,2026-02-09,2026-02-10,4.4
688,Himachal Pradesh,Manali Rohtang Pass,Elite Residency HIM,6669,2025-04-27,2025-05-02,4.8
689,Himachal Pradesh,Manali Rohtang Pass,Elite Residency HIM,8199,2025-05-14,2025-05-18,4.3
690,Himachal Pradesh,Manali Rohtang Pass,Royal Inn HIM,4917,2026-02-17,2026-02-19,3.3
691,Himachal Pradesh,Manali Rohtang Pass,Elite Residency HIM,7613,2025-07-31,2025-08-07,4.1
692,Himachal Pradesh,Manali Rohtang Pass,Heritage Hotel HIM,1062,2026-01-16,2026-01-17,4.6
693,Himachal Pradesh,Manali Rohtang Pass,Luxury Stay HIM,4243,2025-04-26,2025-05-01,3.7
694,Himachal Pradesh,Manali Rohtang Pass,Grand Palace HIM,3458,2025-08-10,2025-08-15,4.8
695,Himachal Pradesh,Manali Rohtang Pass,Elite Residency HIM,4835,2026-03-28,2026-04-04,3.5
696,Himachal Pradesh,Manali Rohtang Pass,Luxury Stay HIM,5417,2026-01-23,2026-01-28,3.7
697,Himachal Pradesh,Manali Rohtang Pass,Elite Residency HIM,9497,2026-01-30,2026-02-05,4.7
698,Himachal Pradesh,Manali Rohtang Pass,Grand Palace HIM,8689,2025-11-30,2025-12-06,4.9
699,Himachal Pradesh,Manali Rohtang Pass,Royal Inn HIM,4313,2025-07-25,2025-07-28,5.0
700,Himachal Pradesh,Manali Rohtang Pass,Grand Palace HIM,4584,2025-12-31,2026-01-07,3.7
701,Himachal Pradesh,Manali Rohtang Pass,Elite Residency HIM,5717,2025-11-21,2025-11-26,4.8
702,Himachal Pradesh,Manali Rohtang Pass,Luxury Stay HIM,9341,2025-04-22,2025-04-28,3.5
703,Himachal Pradesh,Manali Rohtang Pass,Heritage Hotel HIM,5018,2025-06-10,2025-06-13,4.5
704,Himachal Pradesh,Manali Rohtang Pass,Elite Residency HIM,8629,2025-05-17,2025-05-18,3.6
705,Himachal Pradesh,Manali Rohtang Pass,Luxury Stay HIM,7706,2025-08-07,2025-08-08,3.5
706,Himachal Pradesh,Manali Rohtang Pass,Heritage Hotel HIM,1047,2025-12-29,2026-01-04,3.4
707,Himachal Pradesh,Manali Rohtang Pass,Royal Inn HIM,9207,2025-12-27,2025-12-28,5.0
708,Himachal Pradesh,Manali Rohtang Pass,Heritage Hotel HIM,1348,2025-12-05,2025-12-09,4.9
709,Himachal Pradesh,Manali Rohtang Pass,Luxury Stay HIM,1264,2025-09-02,2025-09-04,3.2
710,Himachal Pradesh,Manali Rohtang Pass,Royal Inn HIM,6280,2025-05-19,2025-05-26,4.9
711,Himachal Pradesh,Manali Rohtang Pass,Luxury Stay HIM,5817,2025-09-23,2025-09-26,3.4
712,Himachal Pradesh,Manali Rohtang Pass,Elite Residency HIM,9039,2025-12-15,2025-12-16,4.1
713,Himachal Pradesh,Manali Rohtang Pass,Royal Inn HIM,7739,2025-08-27,2025-09-02,4.7
714,Himachal Pradesh,Manali Rohtang Pass,Royal Inn HIM,6104,2025-09-16,2025-09-17,3.8
715,Himachal Pradesh,Manali Rohtang Pass,Luxury Stay HIM,2769,2025-10-20,2025-10-24,3.4
716,Himachal Pradesh,Manali Rohtang Pass,Heritage Hotel HIM,3232,2025-07-06,2025-07-07,4.2
717,Himachal Pradesh,Manali Rohtang Pass,Grand Palace HIM,7814,2025-06-25,2025-06-30,3.6
718,Himachal Pradesh,Manali Rohtang Pass,Royal Inn HIM,8976,2026-01-19,2026-01-21,3.5
719,Himachal Pradesh,Manali Rohtang Pass,Heritage Hotel HIM,8997,2025-11-18,2025-11-21,3.7
720,Himachal Pradesh,Manali Rohtang Pass,Royal Inn HIM,2339,2025-10-20,2025-10-23,4.7
721,Jharkhand,Betla National Park,Elite Residency JHA,3529,2025-08-09,2025-08-15,4.1
722,Jharkhand,Betla National Park,Royal Inn JHA,7069,2025-04-29,2025-05-02,3.7
723,Jharkhand,Betla National Park,Elite Residency JHA,9514,2025-05-16,2025-05-18,4.6
724,Jharkhand,Betla National Park,Heritage Hotel JHA,1442,2025-06-20,2025-06-24,3.2
725,Jharkhand,Betla National Park,Heritage Hotel JHA,1736,2025-08-19,2025-08-25,4.0
726,Jharkhand,Betla National Park,Elite Residency JHA,3593,2025-12-06,2025-12-13,3.8
727,Jharkhand,Betla National Park,Elite Residency JHA,4981,2026-01-19,2026-01-22,3.2
728,Jharkhand,Betla National Park,Grand Palace JHA,8367,2025-08-17,2025-08-20,4.7
729,Jharkhand,Betla National Park,Elite Residency JHA,8490,2025-06-09,2025-06-11,4.8
730,Jharkhand,Betla National Park,Royal Inn JHA,2066,2025-11-11,2025-11-13,4.0
731,Jharkhand,Betla National Park,Royal Inn JHA,9072,2025-10-30,2025-11-04,4.7
732,Jharkhand,Betla National Park,Elite Residency JHA,1947,2025-12-07,2025-12-08,4.7
733,Jharkhand,Betla National Park,Luxury Stay JHA,5009,2026-02-10,2026-02-15,4.7
734,Jharkhand,Betla National Park,Grand Palace JHA,3870,2025-05-22,2025-05-27,3.9
735,Jharkhand,Betla National Park,Grand Palace JHA,9989,2026-03-26,2026-04-02,3.4
736,Jharkhand,Betla National Park,Luxury Stay JHA,3007,2026-03-01,2026-03-05,4.4
737,Jharkhand,Betla National Park,Royal Inn JHA,8118,2025-06-19,2025-06-25,4.3
738,Jharkhand,Betla National Park,Elite Residency JHA,4897,2025-11-18,2025-11-20,3.6
739,Jharkhand,Betla National Park,Heritage Hotel JHA,4892,2025-11-24,2025-11-27,3.3
740,Jharkhand,Betla National Park,Luxury Stay JHA,4096,2025-09-11,2025-09-18,4.9
741,Jharkhand,Betla National Park,Heritage Hotel JHA,5831,2026-01-17,2026-01-20,3.5
742,Jharkhand,Betla National Park,Heritage Hotel JHA,7280,2025-08-30,2025-09-02,4.2
743,Jharkhand,Betla National Park,Grand Palace JHA,4204,2026-03-27,2026-04-02,3.7
744,Jharkhand,Betla National Park,Royal Inn JHA,1887,2025-12-17,2025-12-23,5.0
745,Jharkhand,Betla National Park,Heritage Hotel JHA,9484,2026-01-13,2026-01-17,4.7
746,Jharkhand,Betla National Park,Elite Residency JHA,2458,2025-05-09,2025-05-15,4.9
747,Jharkhand,Betla National Park,Grand Palace JHA,3149,2026-03-07,2026-03-13,4.9
748,Jharkhand,Betla National Park,Luxury Stay JHA,9001,2025-05-02,2025-05-06,4.2
749,Jharkhand,Betla National Park,Grand Palace JHA,7404,2025-06-20,2025-06-23,4.9
750,Jharkhand,Betla National Park,Royal Inn JHA,7984,2025-09-20,2025-09-24,3.1
751,Jharkhand,Betla National Park,Royal Inn JHA,5362,2025-06-16,2025-06-17,3.5
752,Jharkhand,Betla National Park,Royal Inn JHA,2551,2025-05-19,2025-05-26,3.5
753,Jharkhand,Betla National Park,Royal Inn JHA,8769,2025-09-30,2025-10-01,3.0
754,Jharkhand,Betla National Park,Heritage Hotel JHA,6772,2025-05-27,2025-06-02,4.4
755,Jharkhand,Betla National Park,Royal Inn JHA,9253,2026-02-11,2026-02-18,3.8
756,Jharkhand,Betla National Park,Elite Residency JHA,1846,2025-08-10,2025-08-17,3.3
757,Jharkhand,Betla National Park,Elite Residency JHA,2370,2025-09-24,2025-10-01,3.4
758,Jharkhand,Betla National Park,Grand Palace JHA,2682,2025-06-18,2025-06-22,3.0
759,Jharkhand,Betla National Park,Grand Palace JHA,2831,2026-01-13,2026-01-14,3.5
760,Jharkhand,Betla National Park,Luxury Stay JHA,3048,2025-11-29,2025-12-02,3.7
761,Jharkhand,Dassam Falls,Grand Palace JHA,9197,2025-05-08,2025-05-13,3.1
762,Jharkhand,Dassam Falls,Heritage Hotel JHA,6597,2025-10-16,2025-10-18,3.9
763,Jharkhand,Dassam Falls,Royal Inn JHA,8889,2025-09-04,2025-09-09,3.4
764,Jharkhand,Dassam Falls,Royal Inn JHA,9033,2026-02-02,2026-02-05,4.6
765,Jharkhand,Dassam Falls,Royal Inn JHA,8080,2025-08-29,2025-09-04,3.7
766,Jharkhand,Dassam Falls,Luxury Stay JHA,4216,2026-02-15,2026-02-19,3.4
767,Jharkhand,Dassam Falls,Heritage Hotel JHA,9603,2025-10-01,2025-10-05,4.8
768,Jharkhand,Dassam Falls,Grand Palace JHA,2807,2025-08-19,2025-08-21,4.9
769,Jharkhand,Dassam Falls,Elite Residency JHA,9527,2025-05-11,2025-05-13,3.9
770,Jharkhand,Dassam Falls,Grand Palace JHA,5716,2026-01-06,2026-01-12,3.3
771,Jharkhand,Dassam Falls,Heritage Hotel JHA,3094,2025-12-23,2025-12-28,3.3
772,Jharkhand,Dassam Falls,Heritage Hotel JHA,5419,2025-04-08,2025-04-09,4.5
773,Jharkhand,Dassam Falls,Heritage Hotel JHA,4453,2026-01-17,2026-01-24,3.5
774,Jharkhand,Dassam Falls,Elite Residency JHA,1504,2025-04-26,2025-05-02,3.9
775,Jharkhand,Dassam Falls,Elite Residency JHA,2181,2025-04-25,2025-05-02,3.6
776,Jharkhand,Dassam Falls,Grand Palace JHA,8934,2025-07-02,2025-07-03,3.9
777,Jharkhand,Dassam Falls,Grand Palace JHA,1196,2025-08-19,2025-08-26,4.9
778,Jharkhand,Dassam Falls,Royal Inn JHA,1260,2025-11-17,2025-11-21,3.4
779,Jharkhand,Dassam Falls,Royal Inn JHA,5268,2025-12-04,2025-12-05,3.8
780,Jharkhand,Dassam Falls,Royal Inn JHA,2907,2025-07-27,2025-07-31,3.4
781,Jharkhand,Dassam Falls,Royal Inn JHA,3802,2025-05-15,2025-05-20,4.0
782,Jharkhand,Dassam Falls,Luxury Stay JHA,2902,2026-02-19,2026-02-22,3.4
783,Jharkhand,Dassam Falls,Luxury Stay JHA,4522,2026-03-05,2026-03-06,3.3
784,Jharkhand,Dassam Falls,Heritage Hotel JHA,6034,2026-03-01,2026-03-04,3.3
785,Jharkhand,Dassam Falls,Elite Residency JHA,1061,2025-05-11,2025-05-17,4.9
786,Jharkhand,Dassam Falls,Elite Residency JHA,3448,2025-05-18,2025-05-21,4.5
787,Jharkhand,Dassam Falls,Grand Palace JHA,8183,2025-12-11,2025-12-14,3.0
788,Jharkhand,Dassam Falls,Grand Palace JHA,7235,2025-10-24,2025-10-26,3.6
789,Jharkhand,Dassam Falls,Luxury Stay JHA,8685,2026-03-08,2026-03-11,3.2
790,Jharkhand,Dassam Falls,Heritage Hotel JHA,6901,2025-04-14,2025-04-21,4.5
791,Jharkhand,Dassam Falls,Heritage Hotel JHA,4112,2025-12-25,2025-12-29,4.6
792,Jharkhand,Dassam Falls,Elite Residency JHA,7823,2025-09-18,2025-09-20,3.5
793,Jharkhand,Dassam Falls,Heritage Hotel JHA,8761,2025-05-21,2025-05-24,4.5
794,Jharkhand,Dassam Falls,Heritage Hotel JHA,2563,2026-01-24,2026-01-30,3.7
795,Jharkhand,Dassam Falls,Elite Residency JHA,6993,2025-07-04,2025-07-07,4.6
796,Jharkhand,Dassam Falls,Elite Residency JHA,8144,2025-12-21,2025-12-27,3.1
797,Jharkhand,Dassam Falls,Luxury Stay JHA,6608,2025-08-19,2025-08-22,4.1
798,Jharkhand,Dassam Falls,Heritage Hotel JHA,8598,2025-11-09,2025-11-10,4.8
799,Jharkhand,Dassam Falls,Luxury Stay JHA,2977,2025-05-27,2025-05-29,4.5
800,Jharkhand,Dassam Falls,Elite Residency JHA,3134,2025-08-15,2025-08-17,3.6
801,Karnataka,Mysore Palace,Royal Inn KAR,7344,2025-03-30,2025-04-02,3.5
802,Karnataka,Mysore Palace,Royal Inn KAR,8413,2025-05-13,2025-05-19,3.4
803,Karnataka,Mysore Palace,Luxury Stay KAR,1886,2026-02-03,2026-02-08,4.8
804,Karnataka,Mysore Palace,Royal Inn KAR,7706,2026-01-30,2026-02-02,4.7
805,Karnataka,Mysore Palace,Grand Palace KAR,6776,2026-03-24,2026-03-28,4.6
806,Karnataka,Mysore Palace,Luxury Stay KAR,7318,2025-08-20,2025-08-24,3.9
807,Karnataka,Mysore Palace,Royal Inn KAR,3088,2025-12-28,2025-12-31,4.4
808,Karnataka,Mysore Palace,Royal Inn KAR,4471,2025-09-15,2025-09-22,4.1
809,Karnataka,Mysore Palace,Elite Residency KAR,9271,2026-03-21,2026-03-22,3.4
810,Karnataka,Mysore Palace,Elite Residency KAR,3166,2025-07-12,2025-07-16,3.0
811,Karnataka,Mysore Palace,Heritage Hotel KAR,6058,2026-01-18,2026-01-20,4.1
812,Karnataka,Mysore Palace,Elite Residency KAR,1298,2025-04-02,2025-04-03,3.2
813,Karnataka,Mysore Palace,Grand Palace KAR,9043,2026-01-29,2026-02-02,3.0
814,Karnataka,Mysore Palace,Royal Inn KAR,1808,2025-09-22,2025-09-23,4.3
815,Karnataka,Mysore Palace,Luxury Stay KAR,1871,2026-01-02,2026-01-07,3.4
816,Karnataka,Mysore Palace,Heritage Hotel KAR,8016,2025-05-03,2025-05-04,3.4
817,Karnataka,Mysore Palace,Royal Inn KAR,7902,2025-10-23,2025-10-28,4.2
818,Karnataka,Mysore Palace,Luxury Stay KAR,4614,2025-08-03,2025-08-08,4.2
819,Karnataka,Mysore Palace,Grand Palace KAR,9507,2025-09-25,2025-09-28,3.8
820,Karnataka,Mysore Palace,Elite Residency KAR,9897,2025-06-06,2025-06-13,3.6
821,Karnataka,Mysore Palace,Luxury Stay KAR,6093,2025-07-23,2025-07-30,3.4
822,Karnataka,Mysore Palace,Elite Residency KAR,3168,2025-07-15,2025-07-17,4.7
823,Karnataka,Mysore Palace,Grand Palace KAR,4521,2026-03-23,2026-03-24,4.0
824,Karnataka,Mysore Palace,Heritage Hotel KAR,3678,2025-07-12,2025-07-15,4.5
825,Karnataka,Mysore Palace,Luxury Stay KAR,5934,2025-06-29,2025-07-04,4.0
826,Karnataka,Mysore Palace,Luxury Stay KAR,9013,2025-11-29,2025-11-30,3.6
827,Karnataka,Mysore Palace,Royal Inn KAR,9628,2026-01-26,2026-01-27,4.1
828,Karnataka,Mysore Palace,Heritage Hotel KAR,2495,2026-01-01,2026-01-07,4.8
829,Karnataka,Mysore Palace,Royal Inn KAR,4580,2026-02-17,2026-02-21,3.1
830,Karnataka,Mysore Palace,Elite Residency KAR,8912,2025-12-13,2025-12-17,4.6
